ID,Species_common_name,Species_scientific_name,X,Y,Date,Time,Distance_m,dt_s,Speed_m_s,habitat_type,Year,Habitat_specialisation,Feeding_guild,Ground-foraging_behaviour_%,HWI,Animal_mass_g,timestamp
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391364.9097,9843057.7,8/27/2015,10:20,112.61,600,0.19,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 10:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391566.57,9843074.01,8/27/2015,11:10,68.89,600,0.11,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 11:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391502.6903,9843048.21,8/27/2015,11:20,369.23,600,0.62,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 11:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391160.35,9842909.89,8/27/2015,11:30,160.65,600,0.27,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 11:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391000.2296,9842922.93,8/27/2015,11:40,400.54,600,0.67,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 11:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391393.4096,9842999.36,8/27/2015,11:50,112.64,600,0.19,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 11:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391499.64,9843036.8,8/27/2015,12:00,118.93,600,0.2,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391386.5302,9843000.05,8/27/2015,12:10,275.45,600,0.46,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391660.2903,9843030.52,8/27/2015,12:20,656.12,600,1.09,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391006.51,9843085.88,8/27/2015,12:30,30.1,600,0.05,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391016.5497,9843057.5,8/27/2015,12:40,0,600,0,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391016.5497,9843057.5,8/27/2015,12:50,545.77,600,0.91,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 12:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391556.7904,9843135,8/27/2015,13:00,301.53,600,0.5,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 13:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391290.4801,9842993.59,8/27/2015,13:10,213.41,600,0.36,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 13:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391809.0397,9843100.01,8/27/2015,16:10,358.74,600,0.6,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 16:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391617.2299,9842796.86,8/27/2015,16:20,396.45,600,0.66,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 16:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391384.49,9843165.55,8/27/2015,16:50,245.74,600,0.41,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 16:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391140.5295,9843136.06,8/27/2015,17:00,215.99,600,0.36,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 17:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391353.7599,9843101.66,8/27/2015,17:10,54.64,600,0.09,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 17:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391348.0695,9843156,8/27/2015,17:20,161.24,600,0.27,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/27/2015 17:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391240.4099,9843264.65,8/28/2015,8:20,285.83,600,0.48,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/28/2015 8:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391224.1505,9843550.02,8/28/2015,8:30,25.31,600,0.04,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/28/2015 8:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391302.1695,9843577.32,8/28/2015,9:40,200.22,600,0.33,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/28/2015 9:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391214.4005,9843757.28,8/28/2015,9:50,92.47,600,0.15,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/28/2015 9:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391241.7302,9843086.32,8/30/2015,7:20,314.32,600,0.52,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 7:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391554.6505,9843056.74,8/30/2015,7:30,279.82,600,0.47,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 7:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391577.1699,9843168,8/30/2015,11:20,12.27,600,0.02,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 11:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391571.3201,9843157.21,8/30/2015,11:30,103.45,600,0.17,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 11:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391493.4603,9843225.32,8/30/2015,11:40,49.92,600,0.08,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 11:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391516.9003,9843269.4,8/30/2015,11:50,8.44,600,0.01,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 11:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391518.5104,9843261.11,8/30/2015,12:00,521.91,600,0.87,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 12:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391831.9597,9843678.41,8/30/2015,12:10,565.1,600,0.94,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 12:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391581.1396,9843374.1,8/30/2015,12:50,602.49,600,1,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 12:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391506.9305,9843963.02,8/30/2015,14:10,1454.99,600,2.42,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 14:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391461.1501,9843330.82,8/30/2015,16:00,44.91,600,0.07,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 16:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391398.6903,9843647.57,8/30/2015,16:30,99.24,600,0.17,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 16:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391406.4101,9843746.51,8/30/2015,16:40,1547.2,600,2.58,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/30/2015 16:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391433.8203,9843707.45,8/31/2015,12:30,1006.18,600,1.68,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 12:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391404.5402,9843290.97,8/31/2015,13:40,57.24,600,0.1,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 13:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391430.8701,9843341.8,8/31/2015,13:50,740.6,600,1.23,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 13:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391405.6903,9843473.81,8/31/2015,14:50,79.36,600,0.13,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 14:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391502.4998,9843616.88,8/31/2015,15:20,130.42,600,0.22,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 15:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391510.8095,9843747.03,8/31/2015,15:30,417.94,600,0.7,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 15:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391399.6703,9843344.14,8/31/2015,15:40,336.2,600,0.56,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 15:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391507.5595,9843662.56,8/31/2015,15:50,329.74,600,0.55,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 15:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391385.1894,9843356.37,8/31/2015,16:00,44.95,600,0.07,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 16:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391475.1405,9843426.41,8/31/2015,16:30,124.92,600,0.21,Riverbed,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 16:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391471.0899,9843301.56,8/31/2015,16:40,43.05,600,0.07,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 16:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391508.6503,9843280.53,8/31/2015,16:50,232.25,600,0.39,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 16:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391338.8005,9843122.13,8/31/2015,17:00,121.53,600,0.2,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 17:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391459.9902,9843113,8/31/2015,17:10,16.33,600,0.03,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 17:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391461.4498,9843129.26,8/31/2015,17:20,135.84,600,0.23,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,8/31/2015 17:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391565.49,9843062.73,9/1/2015,8:00,48.08,600,0.08,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 8:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391517.9997,9843055.22,9/1/2015,8:10,655.77,600,1.09,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 8:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,392171.2196,9843113,9/1/2015,8:20,616.19,600,1.03,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 8:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391558.4703,9843047.95,9/1/2015,8:30,715.55,600,1.19,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 8:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391416.8798,9843481.01,9/1/2015,9:20,112.81,600,0.19,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 9:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391369.4405,9843378.66,9/1/2015,9:30,102.87,600,0.17,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 9:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391402.1502,9843476.19,9/1/2015,9:40,932.79,600,1.55,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 9:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391395.1701,9843061.42,9/1/2015,10:50,148.91,600,0.25,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 10:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391435.16,9843204.86,9/1/2015,11:00,371.41,600,0.62,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 11:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391347.0898,9842844.04,9/1/2015,11:10,400.53,600,0.67,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 11:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391496.8195,9843340.7,9/1/2015,11:40,219.06,600,0.37,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 11:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391571.7504,9843546.55,9/1/2015,11:50,261.47,600,0.44,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 11:50
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391455.97,9843312.11,9/1/2015,12:00,659.28,600,1.1,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 12:00
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391473.5999,9843971.15,9/1/2015,12:10,1072.89,600,1.79,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 12:10
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391340.5404,9842906.54,9/1/2015,12:20,948.87,600,1.58,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 12:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391635.3098,9843808.46,9/1/2015,12:30,541.03,600,0.9,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 12:30
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391478.5999,9843290.62,9/1/2015,12:40,346.34,600,0.58,Riparian thicket,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 12:40
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391411.4295,9843573.11,9/1/2015,13:20,459.73,600,0.77,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 13:20
BH08,Black-headed Oriole,Oriolus larvatus rolleti,391467.5403,9842656.91,9/1/2015,15:30,864.44,600,1.44,Agricultural land,2015,Generalist,Omnivores,10,28.54,75,9/1/2015 15:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391444.6298,9843147.81,2/26/2015,16:50,24.84,600,0.04,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/26/2015 16:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391434.9601,9843124.93,2/26/2015,17:00,24.56,600,0.04,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/26/2015 17:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391438.7905,9843149.19,2/26/2015,17:10,22.94,600,0.04,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/26/2015 17:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391453.0196,9843134.98,2/27/2015,8:00,12.69,600,0.02,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391443.18,9843143,2/27/2015,8:10,51.09,600,0.09,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391475.8297,9843182.29,2/27/2015,8:20,210.05,600,0.35,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391389.6104,9842990.75,2/27/2015,8:30,121.79,600,0.2,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391455.4504,9843093.21,2/27/2015,8:40,21.92,600,0.04,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391447.8896,9843113.78,2/27/2015,8:50,18.34,600,0.03,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 8:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391447.8895,9843095.44,2/27/2015,9:00,69.44,600,0.12,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391472.5902,9843160.34,2/27/2015,9:10,64.17,600,0.11,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391438.9501,9843105.7,2/27/2015,9:20,37.28,600,0.06,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391451.6799,9843140.74,2/27/2015,9:30,95.3,600,0.16,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391424.6796,9843049.34,2/27/2015,9:40,60.62,600,0.1,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391411.5105,9842990.17,2/27/2015,9:50,149.73,600,0.25,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 9:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391472.69,9843126.83,2/27/2015,10:00,85.65,600,0.14,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 10:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391400.5903,9843080.59,2/27/2015,10:10,40.65,600,0.07,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 10:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391438.3703,9843095.6,2/27/2015,10:20,37.47,600,0.06,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 10:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391431.1802,9843118.22,2/27/2015,11:10,53.43,600,0.09,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 11:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391450.8403,9843068.54,2/27/2015,11:20,70.51,600,0.12,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 11:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391447.3498,9842998.12,2/27/2015,11:30,74.94,600,0.12,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 11:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391466.3197,9843070.62,2/27/2015,11:40,4.48,600,0.01,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 11:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391461.95,9843069.64,2/27/2015,11:50,32.44,600,0.05,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 11:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391429.5096,9843069.66,2/27/2015,12:00,57.63,600,0.1,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 12:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391427.1505,9843039.04,2/27/2015,12:30,20.17,600,0.03,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 12:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391477.4201,9843080.74,2/27/2015,13:00,43.75,600,0.07,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 13:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391444.5102,9843109.57,2/27/2015,13:10,46.44,600,0.08,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 13:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391472.6995,9843072.66,2/27/2015,13:20,15.71,600,0.03,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 13:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391438.4302,9843106.47,2/27/2015,14:00,68.67,600,0.11,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391484.3398,9843055.4,2/27/2015,14:10,15.18,600,0.03,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391469.91,9843060.1,2/27/2015,14:20,103.97,600,0.17,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391474.4097,9842956.23,2/27/2015,14:30,60.91,600,0.1,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391534.6405,9842965.33,2/27/2015,14:40,100.63,600,0.17,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391488.0495,9843054.53,2/27/2015,14:50,59.6,600,0.1,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 14:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391483.5397,9842995.1,2/27/2015,15:00,87.8,600,0.15,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391497.16,9843081.84,2/27/2015,15:10,30.17,600,0.05,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391480.0103,9843106.66,2/27/2015,15:20,60.72,600,0.1,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391459.2805,9843049.59,2/27/2015,15:30,33.73,600,0.06,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391492.95,9843047.54,2/27/2015,15:40,42.33,600,0.07,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391458.9204,9843022.36,2/27/2015,15:50,34.23,600,0.06,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 15:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391441.9795,9842992.62,2/27/2015,16:00,134.78,600,0.22,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 16:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391475.4797,9842862.07,2/27/2015,16:10,255.37,600,0.43,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 16:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391418.8505,9842873.66,2/27/2015,16:40,207.97,600,0.35,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 16:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391465.2403,9843076.39,2/27/2015,16:50,32.5,600,0.05,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 16:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391461.7305,9843044.08,2/27/2015,17:00,44.42,600,0.07,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 17:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391428.5805,9843014.51,2/27/2015,17:10,217.21,600,0.36,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 17:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391429.48,9842797.3,2/27/2015,17:20,255.52,600,0.43,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/27/2015 17:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391457.9596,9843000.19,2/28/2015,7:00,63.38,600,0.11,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391465.78,9843063.09,2/28/2015,7:10,46.26,600,0.08,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391440.0402,9843024.65,2/28/2015,7:20,19.57,600,0.03,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391439.0195,9843044.19,2/28/2015,7:30,11.86,600,0.02,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391450.3195,9843047.79,2/28/2015,7:40,99.5,600,0.17,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391435.1098,9842949.46,2/28/2015,7:50,73.64,600,0.12,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 7:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391418.2704,9843059.03,2/28/2015,8:20,39.92,600,0.07,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 8:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391407.7503,9843097.54,2/28/2015,8:30,10.71,600,0.02,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 8:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391400.8202,9843089.38,2/28/2015,8:40,100.9,600,0.17,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 8:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391432.7403,9842993.66,2/28/2015,8:50,7.63,600,0.01,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 8:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391428.77,9842987.15,2/28/2015,9:00,12.37,600,0.02,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:00
BOB01,Tropical Boubou,Laniarius aethiopicus,391431.5097,9842999.21,2/28/2015,9:10,5.68,600,0.01,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:10
BOB01,Tropical Boubou,Laniarius aethiopicus,391432.7403,9842993.66,2/28/2015,9:20,54.32,600,0.09,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:20
BOB01,Tropical Boubou,Laniarius aethiopicus,391449.5194,9843045.32,2/28/2015,9:30,37.72,600,0.06,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391424.1,9843017.45,2/28/2015,9:40,220.44,600,0.37,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391333.88,9843218.58,2/28/2015,9:50,245.4,600,0.41,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 9:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391430.4603,9843015.56,2/28/2015,10:30,16.8,600,0.03,Riparian thicket,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 10:30
BOB01,Tropical Boubou,Laniarius aethiopicus,391445.3798,9843007.83,2/28/2015,10:40,121.24,600,0.2,Riverbed,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 10:40
BOB01,Tropical Boubou,Laniarius aethiopicus,391401.46,9843120.83,2/28/2015,10:50,114.1,600,0.19,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 10:50
BOB01,Tropical Boubou,Laniarius aethiopicus,391419.5702,9843008.18,2/28/2015,11:00,17.11,600,0.03,Agricultural land,2015,Specialist,Omnivores,40,9.41,40,2/28/2015 11:00
